     X             Y               E
=======================================
-0.9906		0.1169		7.8068
0.3638		-0.5232		4.2474
0.4977		0.7122		1.8386
0.6824		0.4966		0.4717
0.7041		-0.0767		0.0301
0.7583		0.4701		2.5257
-0.9473		0.3557		3.2542
-0.7595		0.0581		8.3184
-0.4358		-0.6947		9.0519
-0.6630		-0.4594		1.4687
0.4914		0.5040		3.0307
-0.3870		-0.1119		8.0408
0.4354		-0.4581		0.2602
-0.0332		0.5482		2.5228
0.7960		-0.0363		6.8523
0.9150		-0.3599		3.3186
-0.0697		-0.7645		1.3304
0.8881		-0.5139		5.2612
-0.6066		-0.7046		3.2328
0.2569		0.2996		3.4833
-0.3492		0.0258		7.6413
0.9821		0.1584		6.7788
0.5969		-0.6632		1.0156
0.7017		0.7521		5.0707
0.3439		-0.1170		9.6664
0.3724		0.6628		0.9046
0.2192		0.3306		4.9875
0.8125		0.9050		0.6957
0.4628		0.4622		1.8672
-0.5258		-0.4586		4.2963
0.3765		0.5998		1.9665
-0.9799		0.2522		1.1882
-0.5917		0.2225		1.1230
-0.9506		0.7052		2.6443
0.8799		-0.1992		1.8290
0.9349		0.4483		3.6450
-0.2315		0.7570		0.0572
-0.0751		-0.3269		3.8692
0.4548		-0.6317		3.6002
-0.0050		0.4818		7.2834
-0.3845		-0.1299		0.2795
0.9083		0.3062		7.8894
0.0985		0.4551		0.2186
-0.5314		0.8298		0.1935
-0.5076		0.9241		1.5497
0.8285		-0.3721		9.8634
-0.8354		-0.0290		2.4074
0.7838		0.9323		0.7249
-0.2847		0.2854		0.3587
0.5448		0.8142		4.7510
-0.4304		-0.5628		4.6765
-0.5374		0.0205		8.4132
-0.1006		-0.9457		4.1916
-0.3069		-0.1691		1.8234
0.4808		0.6142		9.7088
-0.0515		-0.0174		2.8751
0.8220		0.3767		1.2806
-0.0257		-0.8449		5.0243
-0.7152		-0.1581		1.1034
-0.6993		0.1449		4.4954
-0.1751		0.9420		5.2146
0.6864		-0.4831		0.0572
0.4720		0.8451		4.8120
-0.7501		0.6544		0.3546
0.6120		-0.0431		8.7171
-0.6364		-0.7443		3.2052
-0.3333		-0.5125		2.3552
-0.2784		-0.8016		4.2033
0.4173		-0.2723		4.8853
-0.7264		0.7036		1.7759
-0.8787		-0.7071		0.9065
0.4081		-0.0711		3.7952
0.2735		0.0059		2.7296
-0.1347		-0.3681		1.4451
-0.7459		-0.2058		4.6603
0.4634		-0.2020		2.4067
-0.5466		-0.8146		4.5827
-0.3679		-0.2198		1.2731
0.9368		0.1867		7.4107
-0.5151		0.6931		8.1035
0.0734		-0.1330		2.8313
-0.1283		0.4821		7.9144
0.8594		-0.6572		3.2286
0.3898		-0.9539		6.6308
0.5464		-0.1378		6.5809
-0.8107		-0.6321		9.8763
-0.3071		-0.2143		3.4875
-0.4044		0.4878		4.8426
0.9703		0.5151		4.5732
0.8218		-0.2190		5.2837
-0.8735		0.7525		1.6301
-0.3742		-0.8767		0.3888
0.2992		-0.7053		5.3065
-0.3978		0.2064		0.3188
-0.0405		-0.3212		0.9189
0.0618		-0.3193		4.8472
-0.0914		0.9615		0.8639
0.5654		-0.8154		0.7656
0.6154		0.7935		2.5109
0.1527		-0.1618		0.0275
0.3054		0.6174		7.7806
-0.7387		-0.7541		2.8016
-0.3251		0.7429		4.4067
0.4777		-0.0754		4.5917
0.2056		-0.6987		5.3819
0.3902		0.3871		2.5650
0.1978		-0.1441		0.0657
-0.5582		-0.4106		3.2617
0.9061		0.1575		4.2482
0.0824		0.5694		1.0658
0.8133		0.2922		4.9217
-0.0903		0.6815		3.9107
-0.2425		-0.5597		2.2880
0.1753		0.0521		8.9504
-0.1685		0.0231		5.2430
-0.6365		-0.4624		5.9252
-0.3083		-0.2620		6.0120
0.9487		-0.3032		0.2353
-0.2864		0.6412		7.3300
-0.2707		0.5719		2.6818
-0.1756		-0.5876		3.0249
0.1630		-0.3825		1.5466
0.2893		0.3904		6.9063
0.5198		0.9760		2.6262
0.0887		0.3180		9.3160
-0.0226		0.7805		1.1864
0.2304		0.5873		6.5142
0.1187		-0.9146		0.7665
-0.5295		0.8247		2.8973
-0.1281		0.2628		4.4662
-0.2666		0.1318		1.3122
0.0736		-0.8908		1.8544
0.3420		-0.6354		5.8373
0.2387		-0.9920		2.2862
-0.4011		-0.0942		1.9520
-0.0172		0.6320		6.4446
0.9875		0.0693		3.4495
0.5502		0.3343		0.7240
0.8410		0.5199		3.9073
-0.6225		-0.1535		2.8759
0.6998		0.4678		9.2710
0.2152		0.2123		4.0761
0.6178		-0.3601		2.5463
-0.0464		0.7207		2.7273
0.4385		-0.2122		2.4198
-0.3805		-0.8306		3.6953
0.2711		0.9866		0.8048
-0.1111		-0.7893		6.5663
0.1223		-0.2815		2.1280
-0.4641		0.3341		5.1927
0.9876		-0.5239		4.5695
0.8115		-0.4096		2.1757
0.0151		0.3508		1.1047
-0.3648		0.8075		4.0150
-0.5056		-0.8205		3.8327
0.3037		-0.1912		5.2753
0.8853		0.5976		0.6198
0.1180		-0.2185		0.6156
0.3303		-0.6134		2.7332
-0.0143		-0.5402		4.6619
-0.1010		-0.8454		5.1561
