     X             Y               E
=======================================
0.1560		0.2822		6.1210
0.2924		0.0633		7.8456
-0.8048		0.2759		0.3050
-0.3233		-0.4206		0.4040
0.5140		-0.1614		2.6718
0.1083		0.0866		4.6141
0.9107		0.9933		1.1399
0.1201		0.9379		5.7076
-0.0788		-0.2502		2.5860
0.1026		0.6519		3.6762
-0.2033		0.0449		0.8352
-0.4655		-0.6475		0.9829
-0.0507		-0.1292		7.7458
-0.9932		0.1681		0.5533
-0.0548		0.1893		3.0551
0.5347		-0.2375		1.9610
0.9917		-0.9758		0.1584
-0.5189		0.1172		5.1641
-0.2212		0.7966		3.3421
-0.3187		-0.2474		1.5726
0.4910		-0.2926		5.3272
0.5950		-0.6118		1.6856
0.8673		0.5867		4.7170
0.7596		0.6281		3.4880
-0.6674		-0.6609		7.8699
-0.0290		-0.5904		5.6707
0.8571		0.5189		2.7491
0.4488		-0.0636		1.6186
0.1594		0.8355		0.1936
0.6845		-0.1188		3.6049
0.4173		-0.8803		0.2341
0.3869		-0.5667		0.8007
0.0727		-0.5050		2.0730
0.8377		-0.4101		3.3746
-0.3338		-0.0807		5.3393
-0.4468		-0.1579		4.0901
-0.5623		-0.5301		0.3757
-0.3074		0.9003		7.3488
0.7606		-0.0510		5.9958
-0.5206		0.1650		0.2827
0.6456		-0.3583		4.3716
0.5659		-0.0654		0.1477
-0.0019		0.9297		2.3012
-0.4826		-0.3800		1.9832
0.6625		0.9656		1.6552
-0.3822		-0.4598		5.9483
-0.6516		0.1130		6.4467
0.8546		-0.8677		5.5457
0.5869		0.4127		4.7241
0.4370		-0.8897		0.6098
-0.0349		0.5572		3.9148
0.7983		0.4547		0.7606
0.5891		-0.0663		2.2479
0.8682		0.9329		7.3840
-0.3509		-0.9038		1.7577
-0.5763		-0.9659		3.9674
0.3156		0.0563		1.2565
-0.4055		-0.2279		0.5748
-0.8113		-0.5596		4.0828
-0.4119		0.3252		1.4214
-0.8278		0.6855		1.6456
-0.4487		-0.3125		8.2339
0.1411		-0.1326		0.7742
-0.9366		-0.5188		1.5242
0.3620		0.5020		5.8724
-0.2738		0.6591		0.6252
0.5162		0.9824		9.7350
-0.2718		0.1375		2.0243
-0.4955		-0.2417		2.8917
0.7131		0.2420		4.8598
-0.1887		0.0061		3.1432
0.4194		-0.3731		7.6468
-0.5908		0.1730		1.9566
-0.6130		-0.5498		5.5475
0.1426		-0.8587		3.7191
0.4437		-0.1161		0.3784
-0.3973		0.3820		1.3262
0.7718		-0.1812		0.2456
-0.8198		0.1167		5.5954
-0.6788		0.3538		0.0724
0.2691		0.1690		3.9291
0.1699		-0.8867		2.3334
-0.2232		0.9512		2.1958
-0.9979		-0.8955		0.4017
0.3447		-0.0864		9.4847
-0.9482		0.2033		1.3611
0.7365		-0.4807		8.7434
0.7385		0.5386		0.5420
-0.2844		0.9664		3.2608
-0.4765		0.9971		2.2609
-0.4872		0.2021		1.2299
-0.3059		0.2943		1.3456
0.2301		0.6194		7.0212
-0.1819		-0.5852		8.6391
-0.0663		-0.7438		3.0995
0.4864		0.3610		5.2064
-0.5065		0.3031		7.0567
-0.4857		0.0710		1.8131
-0.3470		-0.3777		4.4233
-0.4376		-0.0304		6.6712
0.1833		0.5012		1.4146
0.0310		0.7421		8.2662
0.3461		-0.2768		2.5357
-0.4800		-0.2348		3.8470
0.8165		0.9232		6.3093
-0.9311		-0.3140		4.6761
0.2636		-0.8139		4.0978
-0.7837		-0.5005		3.8757
-0.4804		0.4317		2.8507
-0.1858		0.1297		1.8899
-0.4245		-0.3253		3.6008
-0.4012		-0.0766		5.7171
0.3862		0.4752		1.6598
-0.0240		0.6787		9.6763
-0.8392		-0.9474		7.7899
-0.6480		-0.3822		2.9000
0.0332		0.1651		6.0498
-0.5213		0.5182		0.4666
-0.9103		0.6635		2.1793
0.0775		0.9265		2.6220
-0.0952		0.9401		5.4751
-0.4220		-0.9006		6.7329
-0.6742		0.4024		4.6362
0.7384		0.1023		3.5564
0.5626		0.5398		0.5032
-0.4313		0.9043		2.7148
-0.8442		0.3396		3.5090
-0.4232		0.2518		2.9340
-0.0567		-0.6858		1.9086
-0.4754		0.4593		9.2832
0.4166		-0.2461		7.6211
-0.7395		-0.0494		5.8629
0.3900		0.3508		6.9942
0.6467		-0.0221		2.8981
-0.3761		-0.5686		0.4827
-0.6761		-0.7224		3.0439
-0.4538		0.7020		0.8923
-0.6744		0.2697		7.0304
0.6057		0.7915		5.3719
-0.6249		-0.7443		5.0103
0.5711		-0.0847		2.5542
0.9186		0.4823		0.5340
-0.6084		-0.6431		3.5969
0.1689		0.3837		6.9408
0.6241		0.3581		2.7564
-0.9502		0.3966		6.6138
-0.5750		-0.2574		7.1575
-0.7100		0.0145		5.1580
-0.3071		-0.9315		4.4548
0.9633		0.7097		6.4193
-0.3886		-0.2060		6.7239
0.5758		0.4937		7.9233
-0.8570		-0.0018		0.4290
-0.7535		0.8771		9.8964
0.0393		-0.5881		4.7547
0.7530		-0.4201		4.4040
-0.7705		-0.1494		2.6239
0.3512		0.7590		3.3936
-0.0654		-0.3243		2.7256
-0.9350		0.3102		1.6286
0.8750		-0.1265		0.7086
-0.1263		0.8397		0.9222
-0.5167		0.7840		4.3299
0.1410		-0.8474		2.7373
0.5646		-0.2588		5.3124
-0.2140		0.8645		7.4345
-0.5738		-0.6945		5.3533
0.6246		0.2851		4.1823
0.4072		-0.0374		8.8196
0.7766		-0.9103		2.2445
-0.5105		-0.4560		2.8852
0.9417		0.8231		4.7666
0.0466		0.0423		6.7241
-0.4441		-0.9581		4.5089
0.2175		-0.5141		6.0416
0.3176		-0.8393		0.4861
-0.9583		0.5478		1.4488
-0.6749		-0.5130		5.1279
0.0703		-0.9195		1.0746
-0.4089		-0.5818		1.7492
-0.8950		0.1858		6.4374
-0.5411		0.9815		1.1207
-0.5963		0.0107		0.3662
-0.1214		0.4070		4.0912
-0.6543		-0.0783		1.3674
0.7369		-0.4595		2.6332
0.8006		-0.4203		1.2794
